Modelo:TC7337NET
Referencia:37483300
Tipo Estacao:MIDOC
Nome Estacao:L2
Freq	Power
385.030M	-96.384881
385.090M	-96.269014
385.150M	-96.582173
385.210M	-96.735953
385.270M	-96.084494
385.330M	-96.859624
385.390M	-99.525474
385.450M	-101.197450
385.510M	-102.033796
385.570M	-100.726750
385.631M	-97.469241
385.691M	-95.078261
385.751M	-94.083329
385.811M	-94.122593
385.871M	-94.527429
385.931M	-94.699885
385.991M	-94.140851
386.051M	-93.414740
386.111M	-93.994893
386.171M	-96.246655
386.231M	-98.598159
386.292M	-99.411545
386.352M	-98.079318
386.412M	-96.089564
386.472M	-95.498187
386.532M	-96.092163
386.592M	-96.483315
386.652M	-96.356934
386.712M	-97.250057
386.772M	-98.684507
386.832M	-98.800007
386.893M	-98.376545
386.953M	-97.023445
387.013M	-95.510640
387.073M	-94.776589
387.133M	-95.202190
387.193M	-95.989880
387.253M	-96.256770
387.313M	-96.123407
387.373M	-95.662843
387.433M	-95.586074
387.493M	-96.013313
387.554M	-96.803292
387.614M	-97.883274
387.674M	-99.352765
387.734M	-99.715493
387.794M	-99.413285
387.854M	-99.233093
387.914M	-97.477586
387.974M	-96.023034
388.034M	-95.509230
388.094M	-95.520601
388.155M	-96.383077
388.215M	-97.117205
388.275M	-98.028981
388.335M	-99.284334
388.395M	-99.223641
388.455M	-98.506196
388.515M	-97.828221
388.575M	-96.668217
388.635M	-95.004800
388.695M	-94.436793
388.756M	-95.892318
388.816M	-99.191317
388.876M	-102.006510
388.936M	-100.862049
388.996M	-97.488164
389.056M	-95.727573
389.116M	-95.328428
389.176M	-94.867356
389.236M	-93.960901
389.296M	-93.774010
389.356M	-94.870898
389.417M	-97.220932
389.477M	-99.841922
389.537M	-98.924696
389.597M	-98.306437
389.657M	-99.558511
389.717M	-101.425336
389.777M	-102.706591
389.837M	-100.032553
389.897M	-96.554032
389.957M	-94.332860
390.018M	-93.358077
390.078M	-93.428023
390.138M	-94.114772
390.198M	-94.807521
390.258M	-94.730697
390.318M	-94.552042
390.378M	-95.646589
390.438M	-98.643403
390.498M	-100.885694
390.558M	-99.882783
390.618M	-98.441022
390.679M	-96.875585
390.739M	-95.560012
390.799M	-95.765303
390.859M	-98.443131
390.919M	-99.479589
390.979M	-96.378368
391.039M	-94.519486
391.099M	-94.930751
391.159M	-97.184098
391.219M	-98.053014
391.280M	-96.166201
391.340M	-95.359792
391.400M	-96.208818
391.460M	-96.932865
391.520M	-97.317567
391.580M	-98.283978
391.640M	-99.792846
391.700M	-101.712628
391.760M	-102.311433
391.820M	-99.640861
391.881M	-98.982633
391.941M	-98.060380
392.001M	-94.942519
392.061M	-94.058062
392.121M	-96.105933
392.181M	-99.052625
392.241M	-100.005974
392.301M	-101.098803
392.361M	-99.637746
392.421M	-97.971396
392.481M	-98.065900
392.542M	-98.688730
392.602M	-98.298504
392.662M	-97.742413
392.722M	-97.496813
392.782M	-96.629510
392.842M	-95.595776
392.902M	-95.773914
392.962M	-97.589235
393.022M	-98.048334
393.082M	-95.827380
393.143M	-94.431653
393.203M	-94.515925
393.263M	-96.173547
393.323M	-97.105302
393.383M	-95.254086
393.443M	-93.959168
393.503M	-93.788479
393.563M	-94.292748
393.623M	-95.262946
393.683M	-95.827148
393.743M	-95.792168
393.804M	-95.549500
393.864M	-95.416866
393.924M	-95.516636
393.984M	-95.872585
394.044M	-96.644719
394.104M	-97.415592
394.164M	-97.976828
394.224M	-98.920786
394.284M	-98.389670
394.344M	-96.820725
394.405M	-96.256209
394.465M	-95.576731
394.525M	-95.058496
394.585M	-95.604587
394.645M	-96.725073
394.705M	-97.586980
394.765M	-96.715928
394.825M	-95.752682
394.885M	-96.450223
394.945M	-98.039964
395.006M	-98.016681
395.066M	-97.603639
395.126M	-97.716575
395.186M	-96.533803
395.246M	-95.563554
395.306M	-95.986691
395.366M	-95.961816
395.426M	-94.460173
395.486M	-93.225858
395.546M	-93.084060
395.606M	-93.510972
395.667M	-93.991509
395.727M	-94.783455
395.787M	-96.034662
395.847M	-97.217165
395.907M	-98.605988
395.967M	-98.943751
396.027M	-98.276003
396.087M	-98.713505
396.147M	-98.408744
396.207M	-96.673231
396.268M	-95.994120
396.328M	-96.709964
396.388M	-97.999073
396.448M	-99.099629
396.508M	-98.670034
396.568M	-96.948214
396.628M	-96.319809
396.688M	-97.169295
396.748M	-97.681516
396.808M	-95.165300
396.868M	-93.455732
396.929M	-94.051317
396.989M	-95.997986
397.049M	-97.245903
397.109M	-96.674784
397.169M	-96.409857
397.229M	-97.340799
397.289M	-97.889551
397.349M	-97.145622
397.409M	-96.476734
397.469M	-96.957226
397.530M	-99.251732
397.590M	-100.302687
397.650M	-98.324669
397.710M	-97.147037
397.770M	-97.201331
397.830M	-97.051079
397.890M	-96.455766
397.950M	-96.188460
398.010M	-95.614146
398.070M	-94.754428
398.131M	-94.923097
398.191M	-96.124875
398.251M	-98.324964
398.311M	-100.428397
398.371M	-99.349657
398.431M	-96.899192
398.491M	-95.098046
398.551M	-94.999193
398.611M	-96.648696
398.671M	-98.841956
398.731M	-99.796442
398.792M	-98.451253
398.852M	-96.534330
398.912M	-95.882815
398.972M	-96.666147
399.032M	-97.677540
399.092M	-97.066742
399.152M	-95.990882
399.212M	-96.140217
399.272M	-96.328159
399.332M	-94.875952
399.393M	-93.440945
399.453M	-93.736902
399.513M	-94.727353
399.573M	-94.655596
399.633M	-94.723629
399.693M	-95.060272
399.753M	-95.861555
399.813M	-95.469646
399.873M	-93.611727
399.933M	-92.622292
399.993M	-92.614155
400.054M	-93.618055
400.114M	-95.821804
400.174M	-98.434251
400.234M	-98.303675
400.294M	-95.552800
400.354M	-94.868297
400.414M	-95.807108
400.474M	-95.550392
400.534M	-94.445199
400.594M	-94.199862
400.655M	-94.347193
400.715M	-95.317986
400.775M	-96.015126
400.835M	-94.910125
400.895M	-94.994501
400.955M	-96.013327
401.015M	-95.580036
401.075M	-95.115289
401.135M	-95.751253
401.195M	-96.129741
401.256M	-95.200915
401.316M	-94.924923
401.376M	-95.752852
401.436M	-96.418833
401.496M	-96.770796
401.556M	-96.268470
401.616M	-94.966183
401.676M	-98.618886
401.736M	-99.349424
401.796M	-99.936907
401.856M	-98.104130
401.917M	-96.913959
401.977M	-96.360914
402.037M	-93.415174
402.097M	-88.810534
402.157M	-83.884401
402.217M	-79.514541
402.277M	-76.586201
402.337M	-74.833332
402.397M	-73.707856
402.457M	-73.362262
402.518M	-73.719910
402.578M	-73.609391
402.638M	-72.862350
402.698M	-73.111073
402.758M	-74.805029
402.818M	-76.338402
402.878M	-75.256941
402.938M	-74.736022
402.998M	-74.890876
403.058M	-73.303933
403.118M	-73.235390
403.179M	-76.030333
403.239M	-76.177593
403.299M	-71.169432
403.359M	-68.724674
403.419M	-68.823409
403.479M	-70.954208
403.539M	-72.867872
403.599M	-72.426480
403.659M	-72.540063
403.719M	-73.629857
403.780M	-74.858030
403.840M	-75.970803
403.900M	-75.344786
403.960M	-72.073174
404.020M	-69.622768
404.080M	-69.022288
404.140M	-69.541288
404.200M	-69.944861
404.260M	-70.371563
404.320M	-70.745667
404.381M	-71.140930
404.441M	-72.846468
404.501M	-74.906556
404.561M	-73.992596
404.621M	-72.594917
404.681M	-72.291656
404.741M	-74.419169
404.801M	-78.355259
404.861M	-78.070843
404.921M	-78.117651
404.981M	-79.008608
405.042M	-75.820624
405.102M	-73.976640
405.162M	-73.811527
405.222M	-73.670242
405.282M	-73.398231
405.342M	-73.142320
405.402M	-73.029312
405.462M	-73.310808
405.522M	-73.319159
405.582M	-73.597922
405.643M	-73.709148
405.703M	-73.846657
405.763M	-73.797552
405.823M	-72.738035
405.883M	-71.747978
405.943M	-71.108386
406.003M	-71.842761
406.063M	-74.800732
406.123M	-76.823169
406.183M	-75.273416
406.243M	-75.376189
406.304M	-76.849145
406.364M	-77.652042
406.424M	-76.074723
406.484M	-72.996716
406.544M	-72.013111
406.604M	-73.164748
406.664M	-74.760403
406.724M	-75.020816
406.784M	-73.579383
406.844M	-72.573905
406.905M	-71.709008
406.965M	-71.411760
407.025M	-72.536711
407.085M	-73.599703
407.145M	-72.804651
407.205M	-71.318375
407.265M	-71.346986
407.325M	-71.168401
407.385M	-70.704673
407.445M	-71.777348
407.506M	-72.837912
407.566M	-73.055485
407.626M	-73.149097
407.686M	-74.148402
407.746M	-76.630215
407.806M	-80.148080
407.866M	-84.787223
407.926M	-91.239896
407.986M	-95.306600
408.046M	-91.066006
408.106M	-87.128732
408.167M	-83.577174
408.227M	-79.795568
408.287M	-76.803986
408.347M	-75.734513
408.407M	-76.492550
408.467M	-78.251437
408.527M	-76.763111
408.587M	-73.875293
408.647M	-73.697118
408.707M	-73.997693
408.768M	-72.323397
408.828M	-71.037759
408.888M	-72.117597
408.948M	-75.401523
409.008M	-76.364828
409.068M	-75.515156
