Modelo:TC7337NET
Referencia:37483300
Tipo Estacao:MIDOC
Nome Estacao:L2
Freq	Power
385.030M	-95.950929
385.090M	-95.300468
385.150M	-96.255814
385.210M	-95.993467
385.270M	-95.546654
385.330M	-96.428690
385.390M	-97.882373
385.450M	-98.781199
385.510M	-98.121997
385.570M	-97.407584
385.631M	-96.775077
385.691M	-96.486721
385.751M	-95.946745
385.811M	-94.665832
385.871M	-94.570671
385.931M	-95.662759
385.991M	-96.541059
386.051M	-96.057323
386.111M	-95.706577
386.171M	-96.273164
386.231M	-96.380258
386.292M	-95.774144
386.352M	-94.867153
386.412M	-94.319806
386.472M	-95.230605
386.532M	-96.477715
386.592M	-95.311569
386.652M	-94.394180
386.712M	-95.034885
386.772M	-97.137981
386.832M	-98.919779
386.893M	-96.425953
386.953M	-94.176527
387.013M	-94.087066
387.073M	-95.400983
387.133M	-95.861889
387.193M	-94.179816
387.253M	-93.050674
387.313M	-93.713079
387.373M	-96.805192
387.433M	-99.805991
387.493M	-97.193637
387.554M	-95.435061
387.614M	-95.073353
387.674M	-95.256077
387.734M	-95.877055
387.794M	-96.630857
387.854M	-96.790021
387.914M	-96.667021
387.974M	-96.643629
388.034M	-96.488573
388.094M	-96.850791
388.155M	-97.613277
388.215M	-96.786570
388.275M	-95.120348
388.335M	-95.162338
388.395M	-96.178248
388.455M	-96.495436
388.515M	-96.706425
388.575M	-97.662612
388.635M	-99.239503
388.695M	-100.193770
388.756M	-96.780180
388.816M	-93.355966
388.876M	-92.601767
388.936M	-93.331291
388.996M	-93.831754
389.056M	-94.202107
389.116M	-94.603313
389.176M	-95.411220
389.236M	-96.390548
389.296M	-96.388923
389.356M	-96.259114
389.417M	-97.814844
389.477M	-100.161766
389.537M	-100.444079
389.597M	-100.775525
389.657M	-97.372013
389.717M	-95.121632
389.777M	-95.725139
389.837M	-98.918066
389.897M	-102.002684
389.957M	-100.265999
390.018M	-98.359148
390.078M	-97.952075
390.138M	-98.000550
390.198M	-97.375841
390.258M	-96.300302
390.318M	-95.853712
390.378M	-95.892954
390.438M	-96.669818
390.498M	-98.781018
390.558M	-101.047389
390.618M	-99.787016
390.679M	-96.453878
390.739M	-93.940108
390.799M	-93.149092
390.859M	-93.820043
390.919M	-94.994025
390.979M	-96.892826
391.039M	-99.494390
391.099M	-99.710698
391.159M	-97.399538
391.219M	-94.717569
391.280M	-93.398769
391.340M	-94.259844
391.400M	-96.980684
391.460M	-98.110346
391.520M	-96.725054
391.580M	-96.754443
391.640M	-97.635564
391.700M	-97.889630
391.760M	-98.852709
391.820M	-99.168255
391.881M	-98.710605
391.941M	-99.191196
392.001M	-98.717110
392.061M	-97.141746
392.121M	-95.872733
392.181M	-95.699936
392.241M	-96.413499
392.301M	-96.805052
392.361M	-96.163222
392.421M	-95.186014
392.481M	-94.271086
392.542M	-93.959053
392.602M	-95.278749
392.662M	-98.608808
392.722M	-101.724586
392.782M	-103.456743
392.842M	-101.611987
392.902M	-98.339291
392.962M	-97.294105
393.022M	-97.405346
393.082M	-97.358854
393.143M	-96.411576
393.203M	-96.069008
