Modelo:TC7337NET
Referencia:37483300
Tipo Estacao:MIDOC
Nome Estacao:L2
Freq	Power
385.030M	-95.173071
385.090M	-95.067447
385.150M	-95.290074
385.210M	-97.221705
385.270M	-101.243803
385.330M	-104.879924
385.390M	-100.452146
385.450M	-96.912266
385.510M	-95.500201
385.570M	-95.437452
385.631M	-96.581889
385.691M	-97.949729
385.751M	-98.236950
385.811M	-98.353216
385.871M	-97.721646
385.931M	-95.797813
385.991M	-94.418755
386.051M	-94.244591
386.111M	-95.144191
386.171M	-94.969924
386.231M	-94.434216
386.292M	-95.257336
386.352M	-95.900487
386.412M	-96.644633
386.472M	-97.642465
386.532M	-98.173290
386.592M	-98.740415
386.652M	-99.169631
386.712M	-99.658013
386.772M	-98.445716
386.832M	-97.652459
386.893M	-99.536447
386.953M	-101.303406
387.013M	-99.955193
387.073M	-99.452009
387.133M	-101.201409
387.193M	-103.325097
387.253M	-100.861114
387.313M	-98.762645
387.373M	-96.717610
387.433M	-94.948701
387.493M	-94.264820
387.554M	-95.150170
387.614M	-97.125286
387.674M	-98.256424
387.734M	-98.754304
387.794M	-98.484795
387.854M	-97.942440
387.914M	-98.159096
387.974M	-99.175560
388.034M	-100.083540
388.094M	-100.488437
388.155M	-100.711601
388.215M	-99.684344
388.275M	-97.854822
388.335M	-96.245724
388.395M	-95.671999
388.455M	-95.504263
388.515M	-94.587174
388.575M	-95.083007
388.635M	-98.122308
388.695M	-100.364291
388.756M	-100.642500
388.816M	-99.785243
388.876M	-97.432627
388.936M	-95.600863
388.996M	-94.903989
389.056M	-95.672774
389.116M	-96.481747
389.176M	-96.482365
389.236M	-94.707777
389.296M	-93.069480
389.356M	-93.379764
389.417M	-95.245453
389.477M	-96.877110
389.537M	-97.122089
389.597M	-98.067196
389.657M	-98.552851
389.717M	-97.628085
389.777M	-96.537605
389.837M	-96.091844
389.897M	-94.994225
389.957M	-93.105497
390.018M	-92.234809
390.078M	-93.232096
390.138M	-96.200910
390.198M	-99.156320
390.258M	-98.565730
390.318M	-96.893119
390.378M	-96.342985
390.438M	-97.233540
390.498M	-97.926875
390.558M	-97.751805
390.618M	-97.326253
390.679M	-96.189838
390.739M	-94.520381
390.799M	-92.724772
390.859M	-91.719401
390.919M	-92.090840
390.979M	-93.907285
391.039M	-96.073775
391.099M	-96.748398
391.159M	-97.464905
391.219M	-97.605776
391.280M	-96.122184
391.340M	-94.840816
391.400M	-94.091983
391.460M	-94.297201
391.520M	-96.659208
391.580M	-98.660714
391.640M	-97.576782
391.700M	-96.648618
391.760M	-97.145775
391.820M	-100.405970
391.881M	-102.121703
391.941M	-97.247420
392.001M	-94.319685
392.061M	-93.381959
392.121M	-93.734256
392.181M	-94.507542
392.241M	-94.918406
392.301M	-95.533346
392.361M	-95.841011
392.421M	-95.688086
392.481M	-95.498439
392.542M	-95.471312
392.602M	-96.236596
392.662M	-99.108872
392.722M	-99.869321
392.782M	-96.550533
392.842M	-95.612062
392.902M	-96.280154
392.962M	-97.366508
393.022M	-97.651585
393.082M	-96.321852
393.143M	-95.378899
393.203M	-95.705376
393.263M	-98.537619
393.323M	-102.284764
393.383M	-97.824081
393.443M	-94.878416
393.503M	-94.487219
393.563M	-95.088391
393.623M	-95.476269
393.683M	-95.218983
393.743M	-94.149032
393.804M	-93.478099
393.864M	-94.261534
393.924M	-95.552876
393.984M	-95.028957
394.044M	-94.226975
394.104M	-94.247936
394.164M	-95.171993
394.224M	-96.782253
394.284M	-98.913186
394.344M	-99.039964
394.405M	-95.788268
394.465M	-93.660121
394.525M	-92.965807
394.585M	-93.609618
394.645M	-95.791030
394.705M	-97.982319
394.765M	-95.800581
394.825M	-94.223933
394.885M	-94.716118
394.945M	-95.477005
395.006M	-95.165165
395.066M	-94.443102
395.126M	-94.878520
395.186M	-97.466106
395.246M	-100.858301
395.306M	-99.565109
395.366M	-97.665881
395.426M	-97.213883
395.486M	-97.005714
395.546M	-97.550353
395.606M	-98.335061
395.667M	-98.897338
395.727M	-98.551277
395.787M	-96.875280
395.847M	-96.620953
395.907M	-98.943361
395.967M	-98.428093
396.027M	-94.998023
396.087M	-93.520292
396.147M	-93.854299
396.207M	-95.093568
396.268M	-96.317594
396.328M	-96.976688
396.388M	-97.249232
396.448M	-97.621600
396.508M	-97.257828
396.568M	-96.221227
396.628M	-95.934221
396.688M	-95.816705
396.748M	-94.947674
396.808M	-94.678786
396.868M	-95.166049
396.929M	-95.288600
396.989M	-94.967153
397.049M	-95.296565
397.109M	-97.838112
397.169M	-99.795736
397.229M	-95.707699
397.289M	-93.247289
397.349M	-93.341988
397.409M	-95.708286
397.469M	-97.978355
397.530M	-97.047212
397.590M	-95.799395
397.650M	-94.834597
397.710M	-94.650079
397.770M	-94.369525
397.830M	-93.693070
397.890M	-93.585209
397.950M	-94.784426
398.010M	-96.873404
398.070M	-97.639621
398.131M	-96.590572
398.191M	-95.473879
398.251M	-96.250142
398.311M	-97.765885
398.371M	-97.984927
398.431M	-99.015273
398.491M	-97.984097
398.551M	-96.224692
398.611M	-97.121165
398.671M	-99.774892
398.731M	-98.855651
398.792M	-97.302964
398.852M	-97.246810
398.912M	-96.533114
398.972M	-95.197854
399.032M	-95.552127
399.092M	-97.620180
399.152M	-99.125580
399.212M	-97.504918
399.272M	-96.149044
399.332M	-96.573308
399.393M	-97.465556
399.453M	-96.332841
399.513M	-95.808314
399.573M	-96.834225
399.633M	-96.088932
399.693M	-94.792677
399.753M	-95.088079
399.813M	-96.211488
399.873M	-96.802207
399.933M	-98.144035
399.993M	-100.640923
400.054M	-99.901121
400.114M	-96.564049
400.174M	-94.079797
400.234M	-92.714683
400.294M	-92.102639
400.354M	-92.543874
400.414M	-94.609384
400.474M	-97.278256
400.534M	-97.147559
400.594M	-96.334482
400.655M	-96.197784
400.715M	-96.134843
400.775M	-96.450488
400.835M	-95.999713
400.895M	-94.502430
400.955M	-93.825314
401.015M	-94.241133
401.075M	-95.130823
401.135M	-95.910424
401.195M	-95.876829
401.256M	-94.611095
401.316M	-93.285421
401.376M	-92.478241
401.436M	-92.435956
401.496M	-93.005548
401.556M	-93.789199
401.616M	-93.529660
401.676M	-97.955148
401.736M	-98.565022
401.796M	-98.803460
401.856M	-98.726273
401.917M	-98.602289
401.977M	-99.008997
402.037M	-98.850461
402.097M	-94.751578
402.157M	-89.023005
402.217M	-82.751160
402.277M	-78.484242
402.337M	-75.763384
402.397M	-73.838433
402.457M	-72.700159
402.518M	-72.274503
402.578M	-72.585558
402.638M	-73.402710
402.698M	-73.809562
402.758M	-73.601306
402.818M	-72.548126
402.878M	-71.390463
402.938M	-71.366916
402.998M	-72.145026
403.058M	-72.378752
403.118M	-72.759124
403.179M	-74.458740
403.239M	-75.852243
403.299M	-75.315207
403.359M	-75.655070
403.419M	-77.826286
403.479M	-81.116814
403.539M	-76.969939
403.599M	-72.968669
403.659M	-72.369617
403.719M	-73.775267
403.780M	-76.125708
403.840M	-78.658899
403.900M	-77.242112
403.960M	-74.363903
404.020M	-73.234959
404.080M	-72.836041
404.140M	-73.752917
404.200M	-76.454269
404.260M	-75.741582
404.320M	-72.497533
404.381M	-71.058466
404.441M	-71.696976
404.501M	-74.322776
404.561M	-76.919794
404.621M	-76.438738
404.681M	-75.453195
404.741M	-76.016848
404.801M	-78.279901
404.861M	-77.224274
404.921M	-75.374207
404.981M	-76.592131
405.042M	-78.982333
405.102M	-77.643133
405.162M	-75.565564
405.222M	-74.888226
405.282M	-74.927879
405.342M	-74.419363
405.402M	-73.775659
405.462M	-73.919436
405.522M	-73.758087
405.582M	-73.833604
405.643M	-74.154083
405.703M	-72.313191
405.763M	-70.862076
405.823M	-70.869216
405.883M	-71.479582
405.943M	-72.014171
406.003M	-72.303874
406.063M	-70.949233
406.123M	-69.667032
406.183M	-70.036236
406.243M	-70.870932
406.304M	-71.191593
406.364M	-71.920480
406.424M	-72.688675
406.484M	-72.765342
406.544M	-72.434491
406.604M	-71.248872
406.664M	-70.782030
406.724M	-71.438794
406.784M	-71.379805
406.844M	-71.469608
406.905M	-72.157802
406.965M	-72.341730
407.025M	-71.716980
407.085M	-71.655360
407.145M	-73.118337
407.205M	-76.207502
407.265M	-78.737706
407.325M	-76.123638
407.385M	-74.330631
407.445M	-73.729301
407.506M	-74.309930
407.566M	-76.566943
407.626M	-77.127077
407.686M	-77.017956
407.746M	-78.691340
407.806M	-81.397189
407.866M	-85.299654
407.926M	-91.260080
407.986M	-93.380945
408.046M	-90.734294
408.106M	-88.923325
408.167M	-86.818617
408.227M	-82.480185
408.287M	-77.942905
408.347M	-75.448286
408.407M	-74.821213
408.467M	-73.969997
408.527M	-72.341752
408.587M	-72.232412
408.647M	-74.566861
408.707M	-76.738483
408.768M	-73.383873
408.828M	-71.258176
408.888M	-71.873807
408.948M	-73.107113
409.008M	-72.599274
409.068M	-72.034264
409.128M	-71.936139
409.188M	-72.326037
409.248M	-73.214836
409.308M	-74.070993
409.368M	-75.193387
409.429M	-74.962111
409.489M	-74.148131
409.549M	-74.265612
409.609M	-74.981936
409.669M	-74.231953
409.729M	-73.653974
409.789M	-75.029389
409.849M	-76.407494
409.909M	-75.368262
409.969M	-72.992198
410.030M	-71.243670
410.090M	-70.453417
410.150M	-70.394444
410.210M	-71.436073
410.270M	-73.620174
410.330M	-74.535443
410.390M	-74.503758
410.450M	-76.162056
410.510M	-78.204992
410.570M	-77.495509
410.631M	-75.469519
410.691M	-74.139969
410.751M	-73.927445
410.811M	-73.540658
410.871M	-72.018110
410.931M	-70.998651
410.991M	-71.766182
411.051M	-73.808765
411.111M	-73.657085
411.171M	-72.067798
411.231M	-71.795422
411.292M	-72.076508
411.352M	-71.460581
411.412M	-70.302803
411.472M	-70.112606
411.532M	-70.944366
411.592M	-71.833001
411.652M	-71.901165
411.712M	-71.522832
411.772M	-72.289338
411.832M	-74.068209
411.893M	-73.869144
411.953M	-72.740581
412.013M	-71.360955
412.073M	-70.533373
412.133M	-71.211914
412.193M	-72.432754
412.253M	-73.515470
412.313M	-74.960029
412.373M	-73.866908
412.433M	-71.619982
412.493M	-70.749185
412.554M	-72.232153
412.614M	-74.032653
412.674M	-71.965289
412.734M	-71.003413
412.794M	-71.344000
412.854M	-71.682811
412.914M	-72.970515
412.974M	-73.600495
413.034M	-72.902397
413.094M	-72.975171
413.155M	-72.836328
413.215M	-71.142470
413.275M	-69.563642
413.335M	-69.674601
413.395M	-71.991938
413.455M	-75.740252
413.515M	-76.687762
413.575M	-76.634471
413.635M	-77.532786
413.695M	-77.744153
413.756M	-78.907041
413.816M	-82.344402
413.876M	-87.664839
413.936M	-92.044200
413.996M	-93.350857
414.056M	-91.215989
414.116M	-85.554324
414.176M	-80.695501
414.236M	-77.364171
414.296M	-75.594325
414.356M	-74.672853
414.417M	-73.352474
414.477M	-71.435453
414.537M	-70.563481
414.597M	-71.634199
414.657M	-73.944354
414.717M	-77.328637
414.777M	-75.744645
414.837M	-71.806685
414.897M	-70.954521
414.957M	-72.451917
415.018M	-75.211314
415.078M	-76.645428
415.138M	-75.962217
415.198M	-76.760978
415.258M	-78.549352
415.318M	-78.373150
415.378M	-76.791598
415.438M	-74.421177
415.498M	-72.797761
415.558M	-72.459636
415.618M	-72.123558
415.679M	-72.036630
415.739M	-72.798858
415.799M	-72.832340
415.859M	-72.072990
415.919M	-71.565708
415.979M	-71.327350
416.039M	-71.485042
