Modelo:TC7337NET
Referencia:37483300
Tipo Estacao:MIDOC
Nome Estacao:L2
Freq	Power
385.030M	-98.734420
385.090M	-95.854449
385.150M	-94.271206
385.210M	-94.632223
385.270M	-95.473780
385.330M	-95.314255
385.390M	-95.093420
385.450M	-96.219625
385.510M	-98.282551
385.570M	-98.609943
385.631M	-98.099807
385.691M	-95.723691
385.751M	-93.734165
385.811M	-93.674851
385.871M	-95.097526
385.931M	-97.621774
385.991M	-99.356132
386.051M	-96.891020
386.111M	-94.772500
386.171M	-94.030813
386.231M	-94.129184
386.292M	-95.532101
386.352M	-97.299906
386.412M	-96.708632
386.472M	-96.236048
386.532M	-96.288982
386.592M	-95.404177
386.652M	-95.068665
386.712M	-95.372803
386.772M	-96.447519
386.832M	-99.511393
386.893M	-102.978230
386.953M	-104.196644
387.013M	-100.949719
387.073M	-97.202397
387.133M	-96.492571
387.193M	-99.184240
387.253M	-101.285488
387.313M	-97.554253
387.373M	-95.683786
387.433M	-94.629477
387.493M	-94.001031
387.554M	-94.978094
387.614M	-96.627395
387.674M	-97.950721
387.734M	-99.552026
387.794M	-97.748345
387.854M	-96.784205
387.914M	-99.060882
387.974M	-102.596955
388.034M	-99.768554
388.094M	-97.186453
388.155M	-95.754025
388.215M	-94.345638
388.275M	-93.549752
388.335M	-94.031278
388.395M	-95.831123
388.455M	-96.668618
388.515M	-95.090304
388.575M	-94.440346
388.635M	-95.502766
388.695M	-97.841429
388.756M	-100.871046
388.816M	-100.065184
388.876M	-96.988280
388.936M	-96.221369
388.996M	-97.121336
389.056M	-97.582716
389.116M	-97.667859
389.176M	-97.601617
389.236M	-96.327970
389.296M	-95.317447
389.356M	-94.620582
389.417M	-94.042821
389.477M	-94.082679
389.537M	-94.388858
389.597M	-94.035234
389.657M	-94.063900
389.717M	-95.905572
389.777M	-97.798160
389.837M	-97.367329
389.897M	-96.403358
389.957M	-95.938249
390.018M	-95.991939
390.078M	-97.204814
390.138M	-98.766493
390.198M	-97.460619
390.258M	-96.649228
390.318M	-97.758038
390.378M	-98.795524
390.438M	-96.242947
390.498M	-93.511471
390.558M	-92.871483
390.618M	-94.182257
390.679M	-95.342900
390.739M	-94.446597
390.799M	-93.993915
390.859M	-94.253546
390.919M	-94.005138
390.979M	-93.543224
391.039M	-93.912776
391.099M	-94.919673
391.159M	-95.476468
391.219M	-95.455445
391.280M	-96.176627
391.340M	-97.262053
391.400M	-96.812195
391.460M	-95.568163
391.520M	-94.708322
391.580M	-94.689506
391.640M	-96.003233
391.700M	-97.846410
391.760M	-99.244707
391.820M	-99.555767
391.881M	-96.489376
391.941M	-94.395903
392.001M	-94.404081
392.061M	-96.045650
392.121M	-97.815890
392.181M	-99.539342
392.241M	-100.933316
392.301M	-98.799206
392.361M	-97.163727
392.421M	-98.468944
392.481M	-99.931580
392.542M	-98.653478
392.602M	-99.228986
392.662M	-100.919102
392.722M	-97.816366
392.782M	-95.442572
392.842M	-95.385606
392.902M	-95.701232
392.962M	-94.731231
393.022M	-93.811182
393.082M	-94.067491
393.143M	-95.111133
393.203M	-95.124993
393.263M	-94.677048
393.323M	-94.784703
393.383M	-94.668386
393.443M	-94.440479
393.503M	-94.498934
393.563M	-94.310879
393.623M	-93.673659
393.683M	-93.606950
393.743M	-95.166745
393.804M	-99.224002
393.864M	-103.888686
