Modelo:TC7337NET
Referencia:37483300
Tipo Estacao:MIDOC
Nome Estacao:L2
Freq	Power
385.030M	-100.198814
385.090M	-96.969210
385.150M	-94.649666
385.210M	-93.961333
385.270M	-94.914639
385.330M	-96.513009
385.390M	-97.300145
385.450M	-97.054755
385.510M	-96.796900
385.570M	-97.269555
385.631M	-97.253624
385.691M	-95.492877
385.751M	-93.688877
385.811M	-92.956403
385.871M	-93.782533
385.931M	-96.453397
385.991M	-98.934720
386.051M	-98.692273
386.111M	-97.773003
386.171M	-95.810995
386.231M	-94.782242
386.292M	-95.723418
386.352M	-96.249632
386.412M	-95.816854
386.472M	-97.818342
386.532M	-100.749960
386.592M	-99.230967
386.652M	-97.853144
386.712M	-95.602724
386.772M	-93.839600
386.832M	-93.483789
386.893M	-94.809646
386.953M	-96.440281
387.013M	-96.605920
387.073M	-95.884479
387.133M	-94.883309
387.193M	-94.244473
387.253M	-94.072988
387.313M	-94.722375
387.373M	-96.382696
387.433M	-97.895390
387.493M	-99.037638
387.554M	-100.082678
387.614M	-98.320820
387.674M	-96.110293
387.734M	-95.665597
387.794M	-95.594201
387.854M	-95.451139
387.914M	-95.759749
387.974M	-96.323476
388.034M	-97.209808
388.094M	-98.851414
388.155M	-99.971545
388.215M	-99.303462
388.275M	-97.970596
388.335M	-96.202927
388.395M	-95.184232
388.455M	-95.247934
388.515M	-96.123506
388.575M	-96.847438
388.635M	-96.452458
388.695M	-96.133278
388.756M	-96.533036
388.816M	-96.504628
388.876M	-95.228993
388.936M	-94.149233
388.996M	-94.160724
389.056M	-94.624745
389.116M	-94.254404
389.176M	-93.733025
389.236M	-93.576350
389.296M	-93.659722
389.356M	-95.168659
389.417M	-99.061669
389.477M	-101.205431
389.537M	-98.147984
389.597M	-96.526327
389.657M	-96.632556
389.717M	-97.266743
389.777M	-96.845467
389.837M	-94.647520
389.897M	-92.710622
389.957M	-92.233617
390.018M	-92.999280
390.078M	-94.258868
390.138M	-95.400324
390.198M	-96.122533
390.258M	-95.874570
390.318M	-94.216383
390.378M	-93.587745
390.438M	-95.372605
390.498M	-97.354718
390.558M	-96.809131
390.618M	-97.036216
390.679M	-96.865890
390.739M	-96.585810
390.799M	-96.762653
390.859M	-96.450573
390.919M	-96.147763
390.979M	-96.420757
391.039M	-97.001014
391.099M	-97.638109
391.159M	-100.198563
391.219M	-102.369064
391.280M	-100.120546
391.340M	-99.354258
391.400M	-97.815484
391.460M	-95.835973
391.520M	-95.310660
391.580M	-95.432838
391.640M	-94.653352
391.700M	-94.136540
391.760M	-94.168052
391.820M	-94.490939
391.881M	-95.465301
391.941M	-97.084260
392.001M	-98.946457
392.061M	-101.502434
392.121M	-102.359140
392.181M	-101.049583
392.241M	-100.162178
392.301M	-98.405303
392.361M	-97.018886
392.421M	-95.717467
392.481M	-94.515043
392.542M	-94.422263
392.602M	-95.892046
392.662M	-98.089950
392.722M	-98.685535
392.782M	-99.081174
392.842M	-100.118895
392.902M	-99.008320
392.962M	-96.439750
393.022M	-94.538837
393.082M	-94.198385
393.143M	-95.478778
393.203M	-97.731334
393.263M	-99.165944
393.323M	-97.995834
393.383M	-95.422411
393.443M	-93.950453
393.503M	-94.120958
393.563M	-94.933654
393.623M	-95.096740
393.683M	-95.372315
393.743M	-96.660685
393.804M	-97.218705
393.864M	-96.452629
393.924M	-96.152786
393.984M	-96.982165
394.044M	-98.011232
394.104M	-97.622786
394.164M	-96.155753
394.224M	-95.527619
394.284M	-96.439121
394.344M	-98.485924
394.405M	-101.991198
394.465M	-100.910539
394.525M	-97.737033
394.585M	-96.337526
394.645M	-95.780914
394.705M	-96.429766
394.765M	-98.077415
394.825M	-98.221388
394.885M	-96.201530
394.945M	-95.406800
395.006M	-96.556652
395.066M	-97.723739
395.126M	-96.393708
395.186M	-94.929708
395.246M	-94.638094
395.306M	-94.195381
395.366M	-93.173579
395.426M	-92.873341
395.486M	-93.830093
395.546M	-95.723791
395.606M	-96.920869
395.667M	-95.978926
395.727M	-94.073239
395.787M	-93.392624
395.847M	-93.905073
395.907M	-94.434609
395.967M	-94.347355
396.027M	-94.435046
396.087M	-95.227786
396.147M	-95.816414
396.207M	-95.687527
396.268M	-94.910978
396.328M	-94.134538
396.388M	-94.088285
396.448M	-94.623559
396.508M	-94.882941
396.568M	-95.455201
396.628M	-96.929765
396.688M	-95.739981
396.748M	-93.734935
396.808M	-93.314526
396.868M	-93.605866
396.929M	-93.674378
396.989M	-93.961522
397.049M	-95.505042
397.109M	-97.649180
397.169M	-97.822432
397.229M	-96.844780
397.289M	-96.476289
397.349M	-97.039931
397.409M	-97.542684
397.469M	-97.480715
397.530M	-97.057092
397.590M	-96.732551
397.650M	-96.113029
397.710M	-94.881130
397.770M	-93.520828
397.830M	-92.789717
397.890M	-93.436663
397.950M	-94.992645
398.010M	-95.883034
398.070M	-95.728038
398.131M	-96.350675
398.191M	-96.323509
398.251M	-95.380647
398.311M	-95.541950
398.371M	-96.612317
398.431M	-96.975159
398.491M	-96.199852
398.551M	-95.088606
398.611M	-95.080044
398.671M	-95.871937
398.731M	-95.694494
398.792M	-95.372951
398.852M	-95.886248
398.912M	-94.980276
398.972M	-93.537069
399.032M	-93.761829
399.092M	-94.379442
399.152M	-93.214608
399.212M	-92.835029
399.272M	-95.481119
399.332M	-100.973290
399.393M	-98.717097
399.453M	-94.907088
399.513M	-93.510048
399.573M	-93.388666
399.633M	-93.650531
399.693M	-94.562290
399.753M	-96.099076
399.813M	-96.996103
399.873M	-96.174035
399.933M	-94.901041
399.993M	-94.012485
400.054M	-94.116622
400.114M	-96.219956
400.174M	-97.575037
400.234M	-94.989328
400.294M	-93.171502
400.354M	-92.248371
400.414M	-92.138196
400.474M	-93.492872
400.534M	-96.878269
400.594M	-97.940876
400.655M	-95.152442
400.715M	-93.796912
400.775M	-95.110925
400.835M	-98.305521
400.895M	-96.676897
400.955M	-94.584651
401.015M	-95.078859
401.075M	-97.599734
401.135M	-99.235558
401.195M	-97.779891
401.256M	-95.812205
401.316M	-95.333049
401.376M	-97.675095
401.436M	-99.064376
401.496M	-95.906966
401.556M	-94.224935
401.616M	-94.929765
401.676M	-98.114792
401.736M	-97.222541
401.796M	-95.277188
401.856M	-94.034955
401.917M	-94.709561
401.977M	-96.355472
402.037M	-94.868389
402.097M	-91.025400
402.157M	-86.696948
402.217M	-81.058588
402.277M	-75.925384
402.337M	-72.788362
402.397M	-71.614675
402.457M	-72.167758
402.518M	-73.365404
402.578M	-73.657963
402.638M	-72.971494
402.698M	-72.984771
402.758M	-73.790066
402.818M	-72.214120
402.878M	-70.554655
402.938M	-70.908711
402.998M	-72.121120
403.058M	-72.318814
403.118M	-72.656047
403.179M	-73.272067
403.239M	-73.812045
403.299M	-73.361218
403.359M	-72.746831
403.419M	-72.959414
403.479M	-73.140481
403.539M	-72.432657
403.599M	-71.154683
403.659M	-70.638370
403.719M	-71.684223
403.780M	-73.701875
403.840M	-73.973998
403.900M	-73.133956
403.960M	-73.067153
404.020M	-73.145603
404.080M	-73.141817
404.140M	-72.810972
404.200M	-71.882728
404.260M	-71.418560
404.320M	-71.628773
404.381M	-71.666747
404.441M	-71.261160
404.501M	-70.837808
404.561M	-70.772167
404.621M	-70.390312
404.681M	-69.888314
404.741M	-70.812101
404.801M	-73.117590
404.861M	-74.187133
404.921M	-73.918000
404.981M	-74.063650
405.042M	-74.393650
405.102M	-74.852341
405.162M	-73.346174
405.222M	-70.873972
405.282M	-69.781559
405.342M	-69.683999
405.402M	-69.872237
405.462M	-71.045571
405.522M	-74.303022
405.582M	-76.738131
405.643M	-74.639770
405.703M	-73.570931
405.763M	-73.353401
405.823M	-73.468637
405.883M	-74.325422
405.943M	-73.615717
406.003M	-73.070611
406.063M	-73.930716
406.123M	-74.272195
406.183M	-72.839201
406.243M	-71.433939
406.304M	-71.114041
406.364M	-72.003602
406.424M	-73.943966
406.484M	-75.397050
406.544M	-74.251358
406.604M	-73.055071
406.664M	-72.966631
406.724M	-73.721154
406.784M	-75.308055
406.844M	-76.417320
406.905M	-76.262721
406.965M	-75.248072
407.025M	-73.194070
407.085M	-72.368749
407.145M	-73.375745
407.205M	-74.582247
407.265M	-75.890950
407.325M	-79.906529
407.385M	-82.193557
407.445M	-78.801387
407.506M	-76.965864
407.566M	-76.183987
407.626M	-75.335411
407.686M	-74.495140
407.746M	-75.387997
407.806M	-78.407007
407.866M	-83.515696
407.926M	-90.359530
407.986M	-91.714963
408.046M	-89.802600
408.106M	-89.546779
408.167M	-87.705949
408.227M	-82.189610
408.287M	-77.957427
408.347M	-76.454930
408.407M	-76.322380
408.467M	-73.904558
408.527M	-70.846203
408.587M	-69.938552
408.647M	-71.730878
408.707M	-74.623801
408.768M	-73.778124
408.828M	-72.783978
408.888M	-72.880954
408.948M	-72.300562
409.008M	-72.398492
409.068M	-73.218528
409.128M	-73.478142
409.188M	-74.244186
409.248M	-74.810417
409.308M	-73.784426
409.368M	-72.395034
409.429M	-72.154490
409.489M	-72.662590
409.549M	-72.856932
409.609M	-72.365276
409.669M	-71.622082
409.729M	-71.461621
409.789M	-72.816213
409.849M	-75.670818
409.909M	-77.349160
409.969M	-76.149473
410.030M	-74.764111
410.090M	-73.941196
410.150M	-73.583217
410.210M	-73.520710
410.270M	-72.332900
410.330M	-70.738779
410.390M	-70.871795
410.450M	-72.673562
410.510M	-74.331650
410.570M	-75.603809
410.631M	-74.695172
410.691M	-72.599150
410.751M	-71.771790
410.811M	-71.863937
410.871M	-71.876327
410.931M	-72.654088
410.991M	-74.254559
411.051M	-74.293140
411.111M	-73.472041
411.171M	-73.973806
411.231M	-75.669690
411.292M	-75.927679
411.352M	-75.669119
411.412M	-74.904174
411.472M	-73.413822
411.532M	-73.119030
411.592M	-73.154491
411.652M	-72.901136
411.712M	-72.408389
411.772M	-71.683426
411.832M	-71.649475
411.893M	-71.813890
411.953M	-71.058742
412.013M	-70.897096
412.073M	-71.910724
412.133M	-71.732657
412.193M	-70.729500
412.253M	-71.163655
412.313M	-72.582956
412.373M	-73.326017
412.433M	-73.086257
412.493M	-72.561363
412.554M	-72.896257
412.614M	-73.955533
412.674M	-73.172652
412.734M	-71.569252
412.794M	-70.758461
412.854M	-70.158089
412.914M	-69.677931
412.974M	-68.932131
413.034M	-68.699865
413.094M	-70.052584
413.155M	-72.217713
413.215M	-72.558594
413.275M	-71.137358
413.335M	-70.733721
413.395M	-71.408602
413.455M	-72.379195
413.515M	-74.068736
413.575M	-76.018441
413.635M	-76.828359
413.695M	-77.455851
413.756M	-79.774109
413.816M	-84.182511
413.876M	-88.684635
413.936M	-90.922932
413.996M	-91.042014
414.056M	-88.493285
414.116M	-85.209546
414.176M	-81.622391
414.236M	-78.337514
414.296M	-76.883117
414.356M	-77.278374
414.417M	-75.931466
414.477M	-73.569444
414.537M	-72.415060
414.597M	-71.662355
414.657M	-71.030663
414.717M	-70.647400
414.777M	-70.943530
414.837M	-72.671694
414.897M	-74.964792
414.957M	-74.367755
415.018M	-72.262358
415.078M	-70.784613
415.138M	-70.386539
415.198M	-71.440605
415.258M	-73.193320
415.318M	-73.181066
415.378M	-71.615780
415.438M	-71.106275
415.498M	-71.407600
415.558M	-71.814860
415.618M	-72.687512
415.679M	-74.327090
415.739M	-77.162045
415.799M	-79.867300
415.859M	-74.858815
415.919M	-71.492664
415.979M	-70.943004
416.039M	-72.433047
416.099M	-75.119578
416.159M	-75.190819
416.219M	-74.385520
416.280M	-74.650098
416.340M	-74.346397
416.400M	-72.384725
416.460M	-71.206571
416.520M	-70.741024
416.580M	-71.351024
416.640M	-72.938020
416.700M	-72.744708
416.760M	-72.148180
416.820M	-73.368170
416.881M	-74.891854
416.941M	-74.622885
417.001M	-73.850638
417.061M	-73.821977
417.121M	-75.277745
417.181M	-78.117797
417.241M	-78.355989
417.301M	-74.494719
417.361M	-71.222564
417.421M	-69.785610
417.481M	-69.774283
417.542M	-70.496168
417.602M	-72.176268
417.662M	-74.323009
417.722M	-74.275594
417.782M	-73.233347
417.842M	-72.367773
417.902M	-71.192056
417.962M	-71.192001
418.022M	-72.750631
418.082M	-72.806984
418.143M	-71.302742
418.203M	-70.901868
418.263M	-71.415255
418.323M	-73.604782
418.383M	-72.837329
418.443M	-72.248593
418.503M	-72.462378
418.563M	-72.280283
418.623M	-71.885136
418.683M	-71.765603
418.743M	-71.867909
418.804M	-71.759403
418.864M	-72.223967
418.924M	-74.384982
418.984M	-77.923775
419.044M	-77.180836
419.104M	-74.149474
419.164M	-73.772062
419.224M	-75.958654
419.284M	-77.168870
419.344M	-75.611961
419.405M	-74.620055
419.465M	-74.218533
419.525M	-74.106697
419.585M	-73.519506
419.645M	-73.987611
419.705M	-76.463635
419.765M	-79.865512
419.825M	-83.533571
419.885M	-87.744761
419.945M	-92.869830
420.006M	-94.842709
420.066M	-90.076699
420.126M	-86.075326
420.186M	-83.784725
420.246M	-83.328768
420.306M	-79.275577
420.366M	-75.324702
420.426M	-74.714327
420.486M	-74.904412
420.546M	-74.466789
420.606M	-74.874474
420.667M	-73.802273
420.727M	-73.565749
420.787M	-74.573610
420.847M	-73.412971
420.907M	-72.001087
420.967M	-71.831414
421.027M	-72.676427
421.087M	-73.138253
421.147M	-73.160856
421.207M	-74.063087
421.268M	-76.474647
421.328M	-75.919276
421.388M	-74.721670
421.448M	-75.882638
421.508M	-75.119606
421.568M	-72.022163
421.628M	-69.988387
421.688M	-69.127971
421.748M	-69.195260
421.808M	-69.999553
421.868M	-71.306414
421.929M	-72.045886
421.989M	-71.861676
422.049M	-72.050350
422.109M	-72.738923
422.169M	-74.146186
422.229M	-73.667723
422.289M	-71.013718
422.349M	-70.301855
422.409M	-71.957196
422.469M	-74.733209
422.530M	-76.021781
422.590M	-75.424999
422.650M	-74.286739
422.710M	-73.512869
422.770M	-72.528054
422.830M	-70.612462
422.890M	-69.092536
422.950M	-69.918584
423.010M	-73.609062
423.070M	-77.289592
423.131M	-74.115208
423.191M	-71.127007
423.251M	-70.920540
423.311M	-71.660003
423.371M	-71.744555
