Modelo:TC7337NET
Referencia:37483300
Tipo Estacao:MIDOC
Nome Estacao:L2
Freq	Power
385.030M	-93.685649
385.090M	-95.123421
385.150M	-99.329476
385.210M	-103.313106
385.270M	-105.296350
385.330M	-100.909717
385.390M	-95.983319
385.450M	-94.471843
385.510M	-94.869291
385.570M	-95.614981
385.631M	-96.058538
385.691M	-96.045599
385.751M	-95.172607
385.811M	-94.428885
385.871M	-94.443006
385.931M	-94.878016
385.991M	-95.877391
386.051M	-97.339686
386.111M	-97.066385
386.171M	-95.229723
386.231M	-94.644170
386.292M	-95.283721
386.352M	-95.241505
386.412M	-94.858111
386.472M	-94.440711
386.532M	-94.364743
386.592M	-95.688239
386.652M	-97.047534
386.712M	-97.248188
386.772M	-98.050630
386.832M	-98.101553
386.893M	-97.956020
386.953M	-98.300629
387.013M	-97.321674
387.073M	-95.386312
387.133M	-94.018456
387.193M	-93.945018
387.253M	-96.605520
387.313M	-99.167173
387.373M	-95.086110
387.433M	-93.644176
387.493M	-95.469272
387.554M	-99.677198
387.614M	-101.955166
387.674M	-98.754476
387.734M	-95.743672
387.794M	-94.495052
387.854M	-93.471575
387.914M	-91.701564
387.974M	-91.222014
388.034M	-92.933646
388.094M	-96.287225
388.155M	-99.930943
388.215M	-99.226096
388.275M	-96.941341
388.335M	-96.658673
388.395M	-97.261267
388.455M	-97.522620
388.515M	-96.608071
388.575M	-95.298983
388.635M	-96.189493
388.695M	-98.863866
388.756M	-97.669457
388.816M	-95.545894
388.876M	-94.739964
388.936M	-94.293085
388.996M	-94.751591
389.056M	-95.717077
389.116M	-96.260142
389.176M	-96.333548
389.236M	-96.236845
389.296M	-97.360497
389.356M	-98.976470
389.417M	-96.601189
389.477M	-94.077402
389.537M	-93.637192
389.597M	-94.043351
389.657M	-94.708366
389.717M	-95.917722
389.777M	-96.390000
389.837M	-96.588709
389.897M	-98.936393
389.957M	-100.190986
390.018M	-98.705259
390.078M	-99.416664
390.138M	-102.368559
390.198M	-101.764727
390.258M	-99.398690
390.318M	-97.948741
390.378M	-97.499049
390.438M	-97.764388
390.498M	-97.157016
390.558M	-96.406451
390.618M	-95.806273
390.679M	-94.993416
390.739M	-95.154968
390.799M	-96.236854
390.859M	-96.281034
390.919M	-94.814920
390.979M	-93.209310
391.039M	-92.987671
391.099M	-94.471017
391.159M	-96.509964
391.219M	-96.641193
391.280M	-95.386837
391.340M	-95.597735
391.400M	-96.260084
391.460M	-95.625512
391.520M	-95.840797
391.580M	-97.139078
391.640M	-96.526122
391.700M	-95.969029
391.760M	-95.757518
391.820M	-94.464054
391.881M	-94.386270
391.941M	-95.536964
392.001M	-96.191253
392.061M	-96.196690
392.121M	-95.961085
392.181M	-96.000917
392.241M	-95.920194
392.301M	-95.587400
392.361M	-95.813504
392.421M	-96.298518
392.481M	-96.220458
392.542M	-96.592685
392.602M	-97.276466
392.662M	-96.238700
392.722M	-94.665372
392.782M	-94.260004
392.842M	-94.742691
392.902M	-94.977890
392.962M	-93.751206
393.022M	-93.648438
393.082M	-95.940044
393.143M	-97.575790
393.203M	-97.417112
393.263M	-97.345005
393.323M	-96.539491
393.383M	-96.927845
393.443M	-97.533149
393.503M	-95.042231
393.563M	-93.198786
393.623M	-92.978332
393.683M	-93.611169
393.743M	-94.264235
393.804M	-94.467974
393.864M	-95.017081
393.924M	-96.596887
393.984M	-99.138679
394.044M	-99.292470
394.104M	-97.177660
394.164M	-96.383077
394.224M	-96.113396
394.284M	-95.024109
394.344M	-94.255789
394.405M	-95.055196
394.465M	-97.498852
394.525M	-100.127067
394.585M	-99.124009
