Freq	Power
385.030M	-96.066959
385.090M	-96.338180
385.150M	-97.596251
385.210M	-98.426780
385.270M	-98.092915
385.330M	-97.305202
385.390M	-95.848717
385.450M	-94.598574
385.510M	-94.792681
385.570M	-96.251303
385.631M	-96.603899
385.691M	-95.505084
385.751M	-95.557736
385.811M	-97.491654
385.871M	-99.595855
385.931M	-98.771754
385.991M	-97.695181
386.051M	-98.030564
386.111M	-97.787605
386.171M	-95.553919
386.231M	-94.977072
386.292M	-96.668530
386.352M	-96.586508
386.412M	-95.101704
386.472M	-96.106898
386.532M	-99.080926
386.592M	-100.333890
386.652M	-98.098864
386.712M	-95.506631
386.772M	-93.993513
386.832M	-93.996595
386.893M	-95.619297
386.953M	-98.582662
387.013M	-100.040962
387.073M	-98.153411
387.133M	-97.510720
387.193M	-97.389369
387.253M	-97.400188
387.313M	-98.637784
387.373M	-99.937190
387.433M	-99.090683
387.493M	-97.778871
387.554M	-97.426485
387.614M	-96.023653
387.674M	-94.495728
387.734M	-95.898681
387.794M	-100.924471
387.854M	-99.957211
387.914M	-96.984392
387.974M	-96.824364
388.034M	-97.227235
388.094M	-96.507475
388.155M	-95.077507
388.215M	-94.811846
388.275M	-96.065203
388.335M	-97.529516
388.395M	-97.034063
388.455M	-94.722447
388.515M	-94.531513
388.575M	-96.806266
388.635M	-98.071869
388.695M	-95.987103
388.756M	-93.889945
388.816M	-93.376006
388.876M	-94.780034
388.936M	-97.857522
388.996M	-100.697008
389.056M	-100.910109
389.116M	-98.754411
389.176M	-96.464288
389.236M	-94.954808
389.296M	-94.413693
389.356M	-94.790072
389.417M	-95.971038
389.477M	-97.658429
389.537M	-97.753175
389.597M	-97.516409
389.657M	-98.822758
389.717M	-99.768133
389.777M	-97.369973
389.837M	-94.996007
389.897M	-94.276518
389.957M	-95.226547
390.018M	-97.229574
390.078M	-99.030479
390.138M	-98.434212
390.198M	-97.251554
390.258M	-98.134109
390.318M	-100.057571
390.378M	-99.334143
390.438M	-98.151008
390.498M	-98.478061
390.558M	-98.624511
390.618M	-97.410161
390.679M	-96.481677
390.739M	-96.159770
390.799M	-96.169353
390.859M	-96.965571
390.919M	-98.242098
390.979M	-99.379733
391.039M	-98.900965
391.099M	-97.014323
391.159M	-96.530466
391.219M	-97.543203
391.280M	-98.403079
391.340M	-97.964319
391.400M	-97.333570
391.460M	-96.528877
391.520M	-94.992657
391.580M	-93.744151
391.640M	-93.702547
391.700M	-94.410297
391.760M	-95.200526
391.820M	-95.732340
391.881M	-95.853648
391.941M	-95.737736
392.001M	-95.687138
392.061M	-96.713269
392.121M	-99.428077
392.181M	-99.949721
392.241M	-98.269109
392.301M	-98.635498
392.361M	-98.496569
392.421M	-96.779603
392.481M	-95.297265
392.542M	-94.729006
392.602M	-95.997994
392.662M	-97.093317
392.722M	-96.201621
392.782M	-96.577881
392.842M	-99.272033
392.902M	-101.915228
392.962M	-100.430719
393.022M	-98.153791
393.082M	-96.088283
393.143M	-95.158588
393.203M	-95.951056
393.263M	-97.298335
393.323M	-98.162847
393.383M	-99.769470
393.443M	-100.615147
393.503M	-99.448812
393.563M	-99.276229
393.623M	-99.777827
393.683M	-97.687669
393.743M	-96.767059
393.804M	-98.672422
393.864M	-100.340584
393.924M	-98.765784
393.984M	-96.898591
394.044M	-95.899822
394.104M	-95.587783
394.164M	-95.525171
394.224M	-96.173228
394.284M	-98.083740
394.344M	-99.977121
394.405M	-99.589691
394.465M	-99.216768
394.525M	-99.485428
394.585M	-98.796375
394.645M	-98.179276
394.705M	-97.325425
394.765M	-97.237919
394.825M	-96.089799
394.885M	-93.793907
394.945M	-93.505654
395.006M	-94.891862
395.066M	-95.413888
395.126M	-94.755670
395.186M	-94.719204
395.246M	-96.447656
395.306M	-101.041172
395.366M	-102.346317
395.426M	-99.187979
395.486M	-96.978173
395.546M	-95.922610
395.606M	-95.951186
395.667M	-95.482058
395.727M	-94.273594
395.787M	-93.508374
395.847M	-94.127210
395.907M	-96.551655
395.967M	-99.085233
396.027M	-99.109500
396.087M	-98.024194
396.147M	-97.133486
396.207M	-97.014019
396.268M	-96.729305
396.328M	-95.379073
396.388M	-95.824719
396.448M	-98.145705
396.508M	-96.185522
396.568M	-94.487950
396.628M	-95.744976
396.688M	-97.884578
396.748M	-97.354202
396.808M	-96.325907
396.868M	-95.859089
396.929M	-95.691778
396.989M	-96.273649
397.049M	-97.881060
397.109M	-97.685771
397.169M	-95.566019
397.229M	-94.511400
397.289M	-95.338580
397.349M	-97.604452
397.409M	-99.782561
397.469M	-102.062745
397.530M	-99.432356
397.590M	-97.499573
397.650M	-98.000268
397.710M	-95.886086
397.770M	-93.536586
397.830M	-93.307453
397.890M	-94.715253
397.950M	-96.847175
398.010M	-98.196974
398.070M	-98.136701
398.131M	-97.830186
398.191M	-97.552220
398.251M	-97.419320
398.311M	-96.010410
398.371M	-94.627895
398.431M	-94.565741
398.491M	-95.833513
398.551M	-97.306346
398.611M	-96.763993
398.671M	-94.677213
398.731M	-92.691612
398.792M	-92.097332
398.852M	-93.324939
398.912M	-95.392705
398.972M	-95.704178
399.032M	-94.483671
399.092M	-94.359128
399.152M	-94.676350
399.212M	-93.396799
399.272M	-92.577686
399.332M	-93.609413
399.393M	-95.684852
399.453M	-97.383333
399.513M	-96.822131
399.573M	-96.496891
399.633M	-97.970765
399.693M	-96.849740
399.753M	-94.365185
399.813M	-93.562438
399.873M	-94.419381
399.933M	-97.022579
399.993M	-99.977742
400.054M	-98.667997
400.114M	-96.093909
400.174M	-94.894981
400.234M	-95.087016
400.294M	-95.595293
400.354M	-95.610311
400.414M	-95.277083
400.474M	-95.144002
400.534M	-96.302360
400.594M	-97.098353
400.655M	-95.630828
400.715M	-94.254033
400.775M	-94.790945
400.835M	-97.377160
400.895M	-99.041015
400.955M	-97.644618
401.015M	-97.198423
401.075M	-97.554374
401.135M	-97.403213
401.195M	-97.637251
401.256M	-98.247899
401.316M	-98.206304
401.376M	-98.258593
401.436M	-96.088777
401.496M	-93.360413
401.556M	-93.635960
401.616M	-95.818026
401.676M	-97.032816
401.736M	-96.289903
401.796M	-96.679542
401.856M	-96.996797
401.917M	-96.431376
401.977M	-92.776942
402.037M	-86.309584
402.097M	-80.963794
402.157M	-76.967809
402.217M	-72.675658
402.277M	-69.502891
402.337M	-67.740240
402.397M	-65.756262
402.457M	-63.948143
402.518M	-63.271106
402.578M	-63.560407
402.638M	-63.963305
402.698M	-63.897256
402.758M	-64.366923
402.818M	-65.516662
402.878M	-65.851430
402.938M	-65.884350
402.998M	-66.086809
403.058M	-66.081604
403.118M	-66.671953
403.179M	-67.213866
403.239M	-67.210792
403.299M	-66.703333
403.359M	-65.910658
403.419M	-64.899682
403.479M	-64.360154
403.539M	-64.370952
403.599M	-65.072408
403.659M	-66.506656
403.719M	-66.823360
403.780M	-65.993420
403.840M	-65.525948
403.900M	-65.771425
403.960M	-66.982369
404.020M	-69.010939
404.080M	-69.990228
404.140M	-68.862145
404.200M	-67.085787
404.260M	-65.466163
404.320M	-64.390643
404.381M	-63.575070
404.441M	-63.160681
404.501M	-64.274265
404.561M	-68.923363
404.621M	-68.385100
