Freq	Power
385.030M	-97.121665
385.090M	-97.547055
385.150M	-98.211443
385.210M	-97.484862
385.270M	-96.079057
385.330M	-94.944132
385.390M	-93.578774
385.450M	-92.763444
385.510M	-92.611704
385.570M	-93.278497
385.631M	-95.351768
385.691M	-97.408318
385.751M	-97.233876
385.811M	-96.421704
385.871M	-95.883806
385.931M	-95.895244
385.991M	-96.280240
386.051M	-96.907161
386.111M	-97.293875
386.171M	-97.474993
386.231M	-96.294554
386.292M	-94.803849
386.352M	-94.235798
386.412M	-94.727420
386.472M	-95.749738
386.532M	-97.228305
386.592M	-99.916672
386.652M	-101.282004
386.712M	-98.932483
386.772M	-96.765849
386.832M	-94.813295
386.893M	-93.948509
386.953M	-94.907585
387.013M	-97.079302
387.073M	-98.852168
387.133M	-98.939604
387.193M	-97.869285
387.253M	-96.470989
387.313M	-95.525190
387.373M	-95.904609
387.433M	-97.207728
387.493M	-97.891102
387.554M	-98.286516
387.614M	-97.858898
387.674M	-96.642822
387.734M	-96.088282
387.794M	-95.707234
387.854M	-94.886895
387.914M	-94.574260
387.974M	-95.820235
388.034M	-97.640736
388.094M	-96.889850
388.155M	-96.015912
388.215M	-95.960644
388.275M	-95.909337
388.335M	-95.720051
388.395M	-95.839604
388.455M	-97.016563
388.515M	-97.739189
388.575M	-96.317577
388.635M	-95.582244
388.695M	-95.295480
388.756M	-95.023416
388.816M	-94.933501
388.876M	-95.012607
388.936M	-96.059694
388.996M	-96.407979
389.056M	-95.747559
389.116M	-96.095929
389.176M	-97.512515
389.236M	-98.987142
389.296M	-98.109508
389.356M	-96.433734
389.417M	-95.265585
389.477M	-95.049573
389.537M	-95.847800
389.597M	-96.120680
389.657M	-95.573156
389.717M	-95.149415
389.777M	-94.422829
389.837M	-94.683762
389.897M	-96.615916
389.957M	-97.789917
390.018M	-98.606773
390.078M	-101.956164
390.138M	-101.601020
390.198M	-96.899879
390.258M	-95.293809
390.318M	-96.173433
390.378M	-97.631829
390.438M	-97.363361
390.498M	-96.525785
390.558M	-97.651459
390.618M	-100.670635
390.679M	-101.066383
390.739M	-99.200780
390.799M	-97.506431
390.859M	-96.222435
390.919M	-94.670924
390.979M	-92.905182
391.039M	-92.479549
