Freq	Power
385.030M	-95.891365
385.090M	-95.435668
385.150M	-95.013528
385.210M	-94.862938
385.270M	-94.691685
385.330M	-94.484186
385.390M	-95.060750
385.450M	-95.652615
385.510M	-95.430885
385.570M	-96.129005
385.631M	-98.006238
385.691M	-99.451461
385.751M	-98.991418
385.811M	-98.101259
385.871M	-98.065460
385.931M	-96.972449
385.991M	-95.900374
386.051M	-96.004160
386.111M	-97.108727
386.171M	-98.058457
386.231M	-97.801403
386.292M	-96.859429
386.352M	-95.624296
386.412M	-95.096981
386.472M	-95.473930
386.532M	-95.984202
386.592M	-96.920532
386.652M	-97.447214
386.712M	-96.687602
386.772M	-96.222968
386.832M	-95.480158
386.893M	-94.275217
386.953M	-94.137896
387.013M	-94.597784
387.073M	-94.475235
387.133M	-94.176351
387.193M	-94.500660
387.253M	-95.982015
387.313M	-98.012223
387.373M	-100.166298
387.433M	-102.122778
387.493M	-103.105777
387.554M	-101.740037
387.614M	-100.655011
387.674M	-98.474516
387.734M	-96.241817
387.794M	-95.689770
387.854M	-96.461336
387.914M	-96.912601
387.974M	-96.668691
388.034M	-96.612528
388.094M	-97.084151
388.155M	-98.167493
388.215M	-99.333781
388.275M	-101.290893
388.335M	-101.879958
388.395M	-99.549003
388.455M	-98.112208
388.515M	-97.668836
388.575M	-96.944752
388.635M	-96.360157
388.695M	-96.183207
388.756M	-95.521050
388.816M	-94.240360
388.876M	-93.126502
388.936M	-92.786474
388.996M	-93.430802
389.056M	-94.829010
389.116M	-95.906728
389.176M	-95.573188
389.236M	-94.604115
389.296M	-94.269807
389.356M	-94.900615
389.417M	-96.083479
389.477M	-96.227705
389.537M	-96.093492
389.597M	-97.168846
389.657M	-97.382561
389.717M	-96.352214
389.777M	-96.978999
389.837M	-98.548021
389.897M	-96.386542
389.957M	-95.041752
390.018M	-96.857350
390.078M	-97.772376
390.138M	-95.785806
390.198M	-96.065666
390.258M	-97.364642
390.318M	-98.181877
390.378M	-99.891657
390.438M	-101.645872
390.498M	-100.881352
390.558M	-97.343308
390.618M	-95.211673
390.679M	-95.434611
390.739M	-96.977753
390.799M	-97.793002
390.859M	-97.670648
390.919M	-98.015754
390.979M	-99.817709
391.039M	-100.602116
391.099M	-97.524178
391.159M	-95.146314
391.219M	-94.802817
391.280M	-96.406600
391.340M	-97.900517
391.400M	-97.469449
391.460M	-96.827725
391.520M	-96.861467
391.580M	-97.868144
391.640M	-99.313622
391.700M	-99.752753
391.760M	-98.497500
391.820M	-96.813350
391.881M	-95.506899
391.941M	-94.476203
392.001M	-94.514691
392.061M	-96.455878
392.121M	-98.042539
392.181M	-96.736201
392.241M	-95.723595
392.301M	-95.621055
392.361M	-95.837584
392.421M	-95.686614
392.481M	-95.996376
392.542M	-96.537549
392.602M	-96.882515
392.662M	-97.175786
392.722M	-97.784223
392.782M	-97.485774
392.842M	-96.176857
392.902M	-96.228364
392.962M	-97.698854
393.022M	-99.467375
393.082M	-98.701303
393.143M	-97.010923
393.203M	-95.177403
393.263M	-93.929026
