Freq	Power
385.030M	-96.938039
385.090M	-101.254044
385.150M	-102.736573
385.210M	-103.181301
385.270M	-102.852698
385.330M	-98.744808
385.390M	-97.553879
385.450M	-98.594118
385.510M	-98.737810
385.570M	-97.494883
385.631M	-97.088079
385.691M	-96.659063
385.751M	-95.341208
385.811M	-95.255093
385.871M	-96.954875
385.931M	-98.240323
385.991M	-97.179251
386.051M	-96.717105
386.111M	-98.253021
386.171M	-98.563669
386.231M	-97.965533
386.292M	-99.762303
386.352M	-101.447904
386.412M	-101.363311
386.472M	-98.905517
386.532M	-96.019469
386.592M	-96.030323
386.652M	-99.039987
386.712M	-98.676567
386.772M	-96.249907
386.832M	-96.355421
386.893M	-97.418051
386.953M	-97.950371
387.013M	-99.278398
387.073M	-101.470031
387.133M	-103.007452
387.193M	-101.839878
387.253M	-98.523214
387.313M	-96.859861
387.373M	-96.729087
387.433M	-96.607855
387.493M	-96.420449
387.554M	-95.938905
387.614M	-95.160735
387.674M	-94.603749
387.734M	-95.172776
387.794M	-97.759535
387.854M	-99.584310
387.914M	-100.449020
387.974M	-102.526470
388.034M	-98.281572
388.094M	-95.846671
388.155M	-95.476652
388.215M	-95.431114
388.275M	-96.973882
388.335M	-101.096558
388.395M	-100.229480
388.455M	-96.768658
388.515M	-95.302024
388.575M	-94.487655
388.635M	-93.655881
388.695M	-93.372576
388.756M	-94.142308
388.816M	-95.539313
388.876M	-96.962371
388.936M	-97.671318
388.996M	-97.728395
389.056M	-98.250924
389.116M	-98.911601
389.176M	-97.757014
389.236M	-96.472544
389.296M	-96.664478
389.356M	-96.636671
389.417M	-97.283705
389.477M	-97.223476
389.537M	-95.697326
389.597M	-95.386363
389.657M	-97.223962
389.717M	-97.665898
389.777M	-95.614044
389.837M	-94.719763
389.897M	-94.757032
389.957M	-95.324075
390.018M	-96.914998
390.078M	-98.336413
390.138M	-98.007621
390.198M	-98.187204
390.258M	-99.510693
390.318M	-101.618918
390.378M	-101.226167
390.438M	-99.132510
390.498M	-97.780229
390.558M	-99.127837
390.618M	-102.222902
390.679M	-100.745527
390.739M	-98.290540
390.799M	-97.747476
390.859M	-99.230088
390.919M	-100.435680
390.979M	-99.346167
391.039M	-98.052363
391.099M	-97.788097
391.159M	-98.396196
391.219M	-98.975710
391.280M	-98.166136
391.340M	-96.445468
391.400M	-95.900350
391.460M	-96.136103
391.520M	-96.175591
391.580M	-97.577172
391.640M	-98.673718
391.700M	-97.875406
391.760M	-96.816684
391.820M	-94.942984
391.881M	-94.730786
391.941M	-96.277121
392.001M	-96.107913
392.061M	-95.113638
392.121M	-96.006400
392.181M	-97.243331
392.241M	-95.439061
392.301M	-93.961277
392.361M	-94.934671
392.421M	-97.340595
392.481M	-97.512966
392.542M	-96.456455
392.602M	-97.246947
392.662M	-98.961563
392.722M	-98.630784
392.782M	-98.975401
392.842M	-98.643077
392.902M	-97.254161
392.962M	-96.705896
393.022M	-96.711782
393.082M	-98.037805
393.143M	-101.625585
393.203M	-104.438374
393.263M	-103.037735
393.323M	-100.026299
393.383M	-97.062619
393.443M	-95.838676
393.503M	-96.855364
393.563M	-100.399945
393.623M	-99.805285
393.683M	-97.129415
393.743M	-96.035867
393.804M	-95.569371
393.864M	-94.942438
393.924M	-94.520782
393.984M	-95.054903
394.044M	-95.992302
394.104M	-96.157559
394.164M	-96.078827
394.224M	-96.882015
394.284M	-97.688086
394.344M	-98.127196
394.405M	-99.908226
394.465M	-101.482781
394.525M	-100.353398
394.585M	-98.974384
394.645M	-96.547007
394.705M	-94.827229
394.765M	-94.522261
394.825M	-94.071251
394.885M	-94.103820
394.945M	-95.507611
395.006M	-96.773947
395.066M	-97.063235
395.126M	-96.763871
