Freq	Power
385.030M	-96.540723
385.090M	-96.773999
385.150M	-98.118451
385.210M	-96.326279
385.270M	-95.014662
385.330M	-95.592705
385.390M	-95.919011
385.450M	-96.305174
385.510M	-97.027945
385.570M	-97.119609
385.631M	-96.377963
385.691M	-96.031930
385.751M	-96.247028
385.811M	-97.549323
385.871M	-98.735167
385.931M	-97.132370
385.991M	-95.817505
386.051M	-95.393240
386.111M	-95.308847
386.171M	-95.187373
386.231M	-94.263564
386.292M	-93.456536
386.352M	-93.978810
386.412M	-95.761998
386.472M	-97.340835
386.532M	-96.762219
386.592M	-94.548086
386.652M	-93.334020
386.712M	-94.191130
386.772M	-96.780072
386.832M	-98.865231
386.893M	-98.840422
386.953M	-99.461866
387.013M	-99.036184
387.073M	-96.683753
387.133M	-96.196691
387.193M	-97.290239
387.253M	-97.165422
387.313M	-96.633309
387.373M	-97.446951
387.433M	-98.999628
387.493M	-100.686165
387.554M	-100.581326
387.614M	-98.326713
387.674M	-96.851550
387.734M	-96.444198
387.794M	-96.869410
387.854M	-97.863690
387.914M	-98.520925
387.974M	-98.305206
388.034M	-98.029620
388.094M	-98.367868
388.155M	-97.379569
388.215M	-95.557624
388.275M	-94.640417
388.335M	-94.431240
388.395M	-95.002849
388.455M	-96.106650
388.515M	-97.277850
388.575M	-99.014763
388.635M	-100.340810
388.695M	-99.701274
388.756M	-99.211457
388.816M	-98.780045
388.876M	-97.525824
388.936M	-95.746399
388.996M	-94.422772
389.056M	-94.397867
389.116M	-95.875699
389.176M	-97.643989
389.236M	-98.533955
389.296M	-99.924809
389.356M	-101.414541
389.417M	-99.828210
389.477M	-97.036600
389.537M	-95.650756
389.597M	-95.085266
389.657M	-94.812086
389.717M	-94.968053
389.777M	-96.005920
389.837M	-98.401948
389.897M	-99.741764
389.957M	-97.480240
390.018M	-96.233257
390.078M	-96.119808
390.138M	-96.244694
390.198M	-96.634848
390.258M	-96.635899
390.318M	-96.498439
390.378M	-97.155208
390.438M	-97.438002
390.498M	-95.759980
390.558M	-94.760278
390.618M	-94.655555
390.679M	-94.877656
390.739M	-94.844982
390.799M	-93.961273
390.859M	-93.923878
390.919M	-95.506477
390.979M	-97.420750
391.039M	-98.046198
391.099M	-98.094854
391.159M	-98.143664
391.219M	-98.833357
391.280M	-98.798887
391.340M	-97.694001
391.400M	-96.974516
391.460M	-97.109994
391.520M	-96.785644
391.580M	-95.743320
391.640M	-95.162358
391.700M	-95.067457
391.760M	-94.934205
391.820M	-95.018393
391.881M	-95.893059
391.941M	-96.529234
392.001M	-95.959812
392.061M	-95.025920
392.121M	-94.404267
392.181M	-94.410323
392.241M	-94.307114
392.301M	-94.124325
392.361M	-94.783885
392.421M	-96.441852
392.481M	-98.090590
392.542M	-98.100950
392.602M	-97.911459
392.662M	-98.581620
392.722M	-98.452114
392.782M	-96.240444
392.842M	-94.103173
392.902M	-93.174230
392.962M	-93.316988
393.022M	-94.215349
393.082M	-95.448678
393.143M	-96.744098
393.203M	-97.361444
393.263M	-98.046019
393.323M	-99.472387
393.383M	-98.764650
393.443M	-96.761329
393.503M	-96.653452
393.563M	-97.917194
393.623M	-97.643488
393.683M	-96.366686
393.743M	-95.555740
393.804M	-94.999861
393.864M	-95.987890
393.924M	-99.573254
393.984M	-100.618808
394.044M	-99.689012
394.104M	-99.714658
394.164M	-97.965682
394.224M	-97.262208
394.284M	-96.738335
394.344M	-96.276197
394.405M	-97.081175
394.465M	-98.372826
394.525M	-97.777576
394.585M	-95.306482
394.645M	-93.528450
394.705M	-93.006966
394.765M	-93.042629
394.825M	-93.569866
394.885M	-94.350043
394.945M	-94.470981
395.006M	-94.559112
395.066M	-94.422396
395.126M	-94.295034
395.186M	-94.355431
395.246M	-94.247514
395.306M	-95.008101
395.366M	-96.817621
395.426M	-98.269564
395.486M	-98.951503
395.546M	-98.434546
395.606M	-96.782477
395.667M	-95.074751
395.727M	-94.377806
395.787M	-95.771686
395.847M	-98.009885
395.907M	-98.896306
395.967M	-99.516854
396.027M	-98.911275
396.087M	-96.861919
396.147M	-94.290404
396.207M	-93.004056
396.268M	-94.318096
396.328M	-97.398168
396.388M	-98.844222
396.448M	-99.108314
396.508M	-97.757477
396.568M	-96.295546
396.628M	-95.942882
396.688M	-95.494413
396.748M	-95.281094
396.808M	-96.142373
396.868M	-97.005201
396.929M	-96.757259
